job_id,agency,#_of_positions,business_title,level,job_category,career_level,salary_range_from,salary_range_to,salary_frequency,preferred_skills,posting_date,post_until
630981,dept of parks recreation,2,project development coordinator for borough youth coordination,00,administration human resources constituent services community programs,experienced nonmanager,59116.0,91768.0,annual,1 a degree from an accredited college or university in a healthrelated field such as human performance sports medicine exercise physiology kinesiology nutritional sciences or education 2 a minimum of 2 years of experience in group exercise instruction andor exercise physiology instruction 3 currently certified in fitness instruction by one or more of the following american council on exercise ace american college of sports medicine acsm athletics and fitness association of america afaa national strength and conditioning association nsca national academy of sports medicine nasm or any other accredited health and fitness certifying organization 4 currently certified in cardiopulmonary resuscitationautomated external defibrillator cpraed 5 excellent writing communication and organizational skills 6 proficiency in computer software including microsoft outlook word excel and access 7 ability to initiate and manage multiple projects in a fastpaced environment and meet deadlines 8 valid new york state driver license,2024-03-05,2024-05-17
628061,dept of healthmental hygiene,1,silver stars administrative public health nurse bureau of emergency field operations,00,constituent services community programs health policy research analysis,experienced nonmanager,35.1078,35.1078,hourly,the ideal candidate will be a selfstarter highly organized detailoriented and possess excellent written and verbal communication skills,,2024-06-27
631706,human rights commission,1,deputy commissioner for law enforcement,m4,legal affairs,executive,165000.0,185000.0,annual,attention to detail and ability to multitask prioritize and schedule work effectively to achieve optimal results while demonstrating strong interpersonal skills at least 1015 years of legal experience following graduation from an aba accredited law school including at least five 5 years of supervisory legal experience excellent negotiation mediation problem solving and persuasion skills strong analytical and problemsolving abilities in complex legal and regulatory environments ability to communicate effectively across cultures identities and backgrounds and to give and receive feedback prior experience working with andor knowledge of advocacy and legal organizations and nonprofits working to advance social justice especially within new york city knowledge and experience litigating discrimination claims in at least one of the following areas housing employment andor public accommodations prior experience crafting antidiscrimination tests and building litigation based off testing results strong oral and written communication skills experience working as part of a team and ability to work collaboratively experience representing clients with low or moderate income demonstrated commitment to public service strong work ethic experience conducting and supervising discovery reviewing documents and taking deposition or trial testimony prior legal experience should include representing individuals raising claims under the nychrl and experience with other government agencies eg eeoc nysdhr strong people skills and leadership skills strong relationships with legal advocacy organizations or nonprofits working addressing discrimination and advance equity in new york city demonstrated prior management and strategic planning experience experience training and mentoring lawyers or law students,,
622277,nyc housing authority,1,engineering auditor,01,engineering architecture planning,experienced nonmanager,62370.0,93587.0,annual,1ability to read and understand technical drawings and specifications and interpret contract language 2experience working with contractors and staff of varying backgrounds 3ability to perform detailed work under timesensitive deadlines 4strong analytical interpersonal problemsolving verbal and written communications skills 5effective project management abilities solid reasoning judgment and decisionmaking skills 6experience reviewing construction related payment requests 7knowledge of estimating systems and detailed knowledge of change order procedures 8knowledge of electrical mechanical structural civil or architectural systems 9proficiency in microsoft excel and word,,
583475,dept of environment protection,1,assistant counsel,03,legal affairs,experienced nonmanager,79620.0,117541.0,annual,minimum of five 5 years of fulltime responsible relevant satisfactory legal experience with municipal transactions and procurement is preferred excellent legal research writing analytical and oral communication skills ability to multitask without sacrificing quality and to function well in a fastpaced environment,,
632041,dept of environment protection,1,2024bws006grahamsville laboratory and field intern,00,engineering architecture planning,student,16.0,16.0,hourly,student must currently be enrolled at a collegeuniversity at the undergraduate level coursework in chemistry biology or environmental sciences and limnology student must have at least a 25gpa on a 40 scale strong writing skills effective interpersonal and communication skills general understanding of lab operations familiarity andor experience with ms office suite leadership skills including self motivation and the ability to work well with minimal supervision ability to work from a small boat at times,2024-02-04,2024-06-04
592944,dept of environment protection,1,director of technology,03,technology data innovation,experienced nonmanager,73507.0,112896.0,annual,the candidate should possess knowledge of the following systems and programs windows operating systems windows 10 11 server knowledge of microsoft office products such as outlook teams word excel power bi knowledge on how to run scripts in command prompt or powershell knowledge and understanding of the following vmware sql intune amazon web services azure ability to navigate nycit infrastructure strong knowledge of modern relational databases and data structures,,
611075,department of transportation,1,traffic control inspector,01,building operations maintenance public safety inspections enforcement,experienced nonmanager,49403.0,69803.0,annual,previous experience in conducting field inspection and surveys as well as ensuring the compliance of completed work with established standards and specifications proficiency in the use of microsoft office suite including outlook word and excel ability to balance working independently and in a team environment excellent written and verbal communication skills,,
554238,department of transportation,1,coordinator of public space programming,00,constituent services community programs,experienced nonmanager,54100.0,83981.0,annual,1event production experience especially with outdoor activations 2proficiency in ms word powerpoint excel and adobe creative suite 3 ability to identify problems manage against tight timelines prioritize among competing needs and opportunities and manage multiple projects at the same time 4strong organizational communication administrative writing and presentation skills 5experience managing city funds purchase orders billing etc 6 ideal candidates are creative team players with a sharp eye for detail the ability to manage and advance multiple projects simultaneously the ability to take direction and the flexibility to adapt as priorities change 7strong communication skills and a demonstrated interest in and knowledge of maps nyc geography and the nyc transportation network strongly desired 8public speaking experience,2022-07-10,
612506,hradept of social services,14,medicaid eligibility specialist,02,social services,experienced nonmanager,41248.0,62333.0,annual,must be included for nmm1 position or higher ability to review and identify case data that is necessary to perform basic mathematical computations to determine medicaid eligibility ability to use critical thinking organized detailed oriented,,
605517,department of transportation,1,data scientist,01,technology data innovation policy research analysis,experienced nonmanager,70087.0,84805.0,annual,ideal candidates must be able to demonstrate strong creative and analytical problemsolving skills and have experience or demonstrate interest in transportation dynamics transportation policy bike share andor cycling experience working with the public community groups and new york city agencies and strong verbal and written communication skills are also desired experience or interest in autocad arcgis excel powerpoint andor adobe creative cloud are desirable it is desirable that the candidate possess both a valid new york state motor vehicle drivers license and a strong interest in cycling on nyc streets demonstrated experience producing clear and effective data visualizations is highly desirable as is experience explaining complex nuanced analyses to nontechnical and unacquainted audiences ability to relate complex trends in the data to larger policy issues is very important as is being able to work with the operations and planning team to tailor data analysis and products to their needs familiarity with pyspark is desirable as is experience with power bi andor javascript including leaflet or the folium package in python preference will be given to candidates who have demonstrated experience or interest in transportation planning logistics bike share micro mobility cycling and working with or in the public sector,,
597590,dept of healthmental hygiene,1,public health advisor i data entry unit bureau of school health,01,health,experienced nonmanager,23.39,27.62,hourly,cultural sensitivity and competency for a diverse population bilingual in englishspanish preferred but not required competency in microsoft office suite word and excel note this position may be eligible for remote work up to two days per week pursuant to the remote work pilot program agreed to between the city and dc37,,2024-08-23
590827,dept of design construction,1,senior program coordinator,00,constituent services community programs,experienced nonmanager,59116.0,86500.0,annual,candidates should have knowledge of new york city local law 1 and rules of the procurement policy board candidate should be familiar with section 3 and local hiring candidate should possess strong analytic and computer skills including proficiency using microsoft word excel and access queries and reports the candidate should have excellent verbal and written communication skills a strong client service ethic keen interpersonal skills and the ability to collaborate with internal and external stakeholders at various organizational levels,2023-01-07,
594056,admin for childrens svcs,3,silver star centralized data entry specialist,01,finance accounting procurement,experienced nonmanager,25.954,38.0197,hourly,preferred skills ability to comprehend systems and business processes excellent interpersonal oral and written communications skills a working knowledge of connections activities bics wms and promis microsoft outlook excel word and access,2024-06-05,2024-06-05
612319,hradept of social services,1,assistant deputy commissioner hra technologies,m4,technology data innovation social services,manager,80931.0,164285.0,annual,extensive experience in leading and managing multiple application development teams engaged in software development excellent administrative management strategic and operational planning skills deep knowledge of the application development and deployment life cycle good organizational and detailed follow through skills to monitor and report on the status of development and to resolve issues superior oral and communications skills,,
616415,dept of design construction,1,senior project manager,02,engineering architecture planning,experienced nonmanager,81571.0,93807.0,annual,preference will be given to candidates with a minimum of five years of relevant design and construction experience pertaining to accessibility not web accessibility the ability to demonstrate expertise in both the 2010 ada standards and chapter 11 of the nyc building code is highly desirable candidates should have the ability to communicate highly specialized and technical information to a variety of audiences both in writing and verbally candidates should be able to work in both a collaborative environment and independently interchangeably,,
631924,dept of healthmental hygiene,1,aprn medical director bureau of public health clinicsclinical operations,00,constituent services community programs health policy research analysis,experienced nonmanager,64142.0,140000.0,annual,clinical experience especially in medication abortion contraception including larc and adolescent health knowledge of current contraception standards of practice effective communication and interpersonal skills computer skills in microsoft office experience with electronic medical records ability to maintain good public relations and to communicate effectively with patients and staff ability to have sensitivity and flexibility when working with groups of various backgrounds ability to travel to various clinic locations across nyc additional information must follow all safety security bloodborne pathogen exposure infection control and hazardous materials policies and procedures to assure a safe environment for staff and students this includes using personal protective wear good hand hygiene and adhering to sharps safety procedures all candidates must possess a valid new york state license as a registered nurse for the duration of employment,2024-01-04,2024-07-30
621354,hradept of social services,1,executive director aps support services,00,policy research analysis,experienced nonmanager,102292.0,128462.0,annual,extensive knowledge of finance procurement contract management including familiarity with local state and federal requirements for governments and nonprofits eg internal controls auditing etc demonstrate ability to communicate and collaborate effectively with internal and external stakeholders strong planning and organizational skills with the ability to thrive in a fastpaced environment flexible team player with initiative and proven ability to meet deadlines demonstrated ability to lead and provide strategy and direction to staff,,
631095,dept of environment protection,1,assistant commissioner engineering planning,m5,engineering architecture planning,executive,200000.0,230800.0,annual,expert knowledge of the operation of large municipal water systems including knowledge and experience in maintenance and repairs of water supply and sewer systems gravity based water supply distribution systems and groundwater distribution systems experience collecting data performing statistical analyses and risk assessments to create formal reports and standard operating procedures expert knowledge in financial and budgeting operations particularly with regard to a large municipal environment the knowledge of the mechanics of finance fiscal appropriations and budgeting and their relationship to local city county state and federal governments excellent management skills including planning coordinating problem solving and supervising staff ability to prioritize work effectively under pressure meet competing deadlines excellent verbal and writing skills working cooperatively with other departments government agencies elected officials and the public,2024-08-04,
631232,fire department,2,supervising inspector,02,public safety inspections enforcement,experienced nonmanager,65160.0,90603.0,annual,a current permanent associate fire protection inspector excellent organizational timemanagement and multitasking skills including the ability to take initiative problem solve balance competing priorities work both with teams and independently in a fastpaced environment pay close attention to detail meet deadlines and work well under pressure thorough knowledge of the new york city fire code building code etc experience with inspections related to transient or adult use establishments oral and written communication skills proven ability to establish and maintain effective working relationships with a wide range of entities from government agencies,,2024-05-15
593029,dept of design construction,1,deputy director,00,engineering architecture planning,experienced nonmanager,58682.0,134570.0,annual,candidates must have strong supervisory experience and management skills excellent verbal and written communication skills knowledge and use of computers proficiency in microsoft office applications design experience related to infrastructure work ie sewer water mains roadway works familiarity with nycdot nysdot and nycdep specifications and standards familiarity with mutcd and aashto understanding of the nyc street infrastructure system and knowledge of current and uptodate engineering methods and standards,2023-01-09,
629032,dept of healthmental hygiene,1,assistant commissioner bureau of the public health laboratory,m4,constituent services community programs health policy research analysis,executive,88437.0,185000.0,annual,possession of or eligibility for a clinical laboratory director certificate of qualification in appropriate categories issued by the new york state clinical laboratory evaluation program a phd in biological sciences with an area of specialization in microbiology immunology virology cytology infectious diseases or communicable diseases executive leadership should include but is not limited to professional csuite administrative work directly related to clinical management and oversight operations clinical research safety and health personnel management human resources public health legislation and regulatory compliance fiscal analysis and budgetary oversight have a wealth of experience utilizing independent judgment decisionmaking and autonomy in leading and motivating a team of clinical and administrative personnel candidate must be a dynamic team player who fully embraces cultural sensitivity diversity and inclusion membership in the american society of clinical pathology ascp highly desired strong verbal and written communication skills important notes to all candidates please note if you are called for an interview you will be required to bring to your interview copies of original documentation such as a document that establishes identity for employment eligibility such as a valid us passport permanent resident cardgreen card or drivers license proof of education according to the education requirements of the civil service title current resume proof of addressnyc residency dated within the last 60 days such as recent utility bill ie telephone cable mobile phone additional documentation may be required to evaluate your qualification as outlined in this postings minimum qualification requirements section examples of additional documentation may be but not limited to college transcript experience verification or professional trade licenses if after your interview you are the selected candidate you will be contacted to schedule an onboarding appointment by the time of this appointment you will be asked to produce the originals of the above documents along with your original social security card loan forgiveness as a prospective employee of the city of new york you may be eligible for federal loan forgiveness programs and state repayment assistance programs for more information please visit the us department of educations website at studentaidgovpslf final appointments are subject to office of management budget approval this position may be eligible for remote work up to two days per week pursuant to the remote work pilot program important notes to all candidates please note if you are called for an interview you will be required to bring to your interview copies of original documentation such as a document that establishes identity for employment eligibility such as a valid us passport permanent resident cardgreen card or drivers license proof of education according to the education requirements of the civil service title current resume proof of addressnyc residency dated within the last 60 days such as recent utility bill ie telephone cable mobile phone additional documentation may be required to evaluate your qualification as outlined in this postings minimum qualification requirements section examples of additional documentation may be but not limited to college transcript experience verification or professional trade licenses if after your interview you are the selected candidate you will be contacted to schedule an onboarding appointment by the time of this appointment you will be asked to produce the originals of the above documents along with your original social security card loan forgiveness as a prospective employee of the city of new york you may be eligible for federal loan forgiveness programs and state repayment assistance programs for more information please visit the us department of educations website at studentaidgovpslf final appointments are subject to office of management budget approval this position may be eligible for remote work up to two days per week pursuant to the remote work pilot program,2024-07-03,2024-07-05
633611,office of management budget,1,analyst fire,01,finance accounting procurement policy research analysis,entrylevel,57137.0,81803.0,annual,desired skills demonstrated quantitative and analytic skills ability to use formulas and pivot tables to analyze large data sets ability to effectively format spreadsheets for presentation and review excellent written verbal and interpersonal communication skills selfstarter able to generate and complete projects under limited supervision requirements assistant analyst 57137 bachelors degree in business finance economics or a subject related to social services with no or one year of fulltime experience in budgetary planningmanagement financial analysis public policy analysis or a related field analyst 72712 bachelors degree in business finance economics public policy analysisadministration or a subject related to the specific assignment and a minimum of two years responsible budgetary planningmanagement financial analysis public policy analysisadministration or a related field or an awarded masters degree in financial management business public administration or a field related to the specific assignment senior analyst 81803 bachelors degree in business finance economics public policy analysisadministration or a subject related to the specific assignment and a minimum of three years of fulltime experience in budgetary planningmanagement financial analysis public policy analysisadministration or a related field or an awarded masters degree in business public policy administration finance economics or related field and one year of relevant experience,,
549966,dept of environment protection,11,civil engineering intern,00,engineering architecture planning,entrylevel,51413.0,59125.0,annual,experience using microsoft office expertise in excel is preferred gis and autocad skills preferred ability to handle multiple priorities and projects simultaneously excellent communication skills both written and oral be able to write professionally problem solving skills and make independent decisions leadership skills and be able to direct and lead selfmotivated individual to take initiative and execute task valid drivers license,,
631307,dept of environment protection,1,2024bwso007engineering regulatory review drilling excavation intern,00,engineering architecture planning,student,16.0,16.0,hourly,student must be currently enrolled at a collegeuniversity at the undergraduate level majoring in civil mechanical or environmental engineering student must have at least a 25 gpa on a 40 scale student must have at least a junior class standing selection criteria strong writing skills effective interpersonal skills familiarity andor experience with computerssoftware leadership skills selfmotivation and ability to work well with minimal supervision preferred skills proficient in autocad,2024-02-04,2024-06-12
631774,dept of environment protection,2,2024bwso012distribution engineering shaft maintenance intern,00,engineering architecture planning,student,16.0,16.0,hourly,student must be enrolled at a college or university majoring in civil engineering mechanical engineering or electrical engineering enrollment in a civil engineering technology or mechanical engineering technology program will also be acceptable students must have at least a 25 gpa on a 40 scale selection criteria strong writing skills effective interpersonal skills familiarity andor experience with computerssoftware selfmotivation and ability to work well with minimal supervision,2024-02-04,2024-06-07
552517,department of transportation,1,engineerincharge,02,engineering architecture planning,experienced nonmanager,80557.0,111917.0,annual,ability to communicate effectively in verbal and written form a successful candidate will likely have experience monitoring and directing offsite inprocess fabrication inspection on large bridge construction projects,,
626846,dept of healthmental hygiene,1,system administrator bureau of network technology services,02,health technology data innovation,experienced nonmanager,67170.0,84533.0,annual,minimum 2 years of handson experience administering enterprise level active directory multidomain environment windows server 200320082012 2016 experience with creating and troubleshooting group policies in said environment experience with active directory federated services adfs and lightweight directory access protocolldap mcse or mcsa 2012 or 2016 required experience with citrix xenapp is a plus experience with terminal services experience with powershell is a plus,,2024-06-13
630545,nyc housing authority,1,program field coordinator,02,public safety inspections enforcement,experienced nonmanager,85000.0,90000.0,annual,strong written and verbal communication skills proficiency in utilizing project management software ebuilder and microsoft office products outlook word excel teams proficiency in taking and sending jobsite pictures via mobile devices strong organizational skills ability to manage multiple assignments experience in analyzing and negotiating resolution of construction project disputes,2024-03-04,
603531,dept of healthmental hygiene,1,research and evaluation analyst bureau of immunization,02,health policy research analysis,experienced nonmanager,82506.0,102472.0,annual,experience with advanced data query and analysis tools and techniques proficiency in data query tools such as sql statistical software such as r or sas and data visualization tools such as tableau or power bi experience in research methods and using quantitative data analysis techniques and tools experience in manipulation of large datasets preferably with patientlevel healthcare data ability to interpret and present findings in professional settings excellent oral and written communication skills strong management interpersonal and organizational skills ability to balance competing priorities while meeting deadlines knowledge of key concepts in public health statistics and the biological sciences note this position may be eligible for remote work up to two days per week pursuant to the remote work pilot program agreed to between the city and dc37,2023-08-09,2024-09-07
633185,department of transportation,1,outreach coordinator,00,constituent services community programs,experienced nonmanager,59116.0,91768.0,annual,experience supporting the planning or oversight of a community based project in a major metropolitan area desired strong preference for candidates possessing great attention to detail experience or demonstrated interest in transportation planning and policy bike share andor cycling ability to work collaboratively and inclusively and effectively communicate with all stakeholders,2024-12-04,
617967,dept of design construction,1,senior design reviewer structural,00,engineering architecture planning,experienced nonmanager,58682.0,108150.0,annual,candidates should have 10 years of experience in commercial and institutional designreview experience and construction and multidiscipline design and constructionrelated issue resolution including preparation of detailed sketches construction documents specifications and reviewing shop drawings proficiency in the design of concrete steel structural wood light and tensile membranes andor composite structures among others designing foundations structural systems retaining walls seismic and codecompliant upgrades etc required candidates must have experience with commonly used structural engineering software such as staad ram etc and be knowledgeable in nyc building codes microsoft word and excel the candidate must have good interpersonal verbal and writing skills autocad experience required bluebeam revu and revit preferred leed ap preferred,,
576549,dept of environment protection,1,clerical associate,04,constituent services community programs policy research analysis public safety inspections enforcement,entrylevel,40017.0,62820.0,annual,ability to perform clerical functions efficiently and accurately ability to carry out assigned tasks decisively and accurately and work effectively excellent customer service and oral communication communicate clearly and diplomatically with the public governmental officials professional and technical persons and other city employees the position requires close attention to detail and organization skills and strong computer skills to ensure all tasks are completed in a timely manner excellent oral and written communication skills are mandatory,2023-01-03,
622654,dept of design construction,2,summer college intern,00,technology data innovation,student,15.0,16.0,hourly,we are looking for an enthusiastic intern with a background in computer science open to both undergraduate and graduate students depending on their capabilities the candidate should have a strong interest in automation data science and advanced web scraping techniques additional skills that would be beneficial include knowledge of it infrastructure proficiency in various programming languages such as python java or c and experience with database management this intern will primarily support the it aspects of our data science projects helping in the development and maintenance of our systems and ensuring their efficient operation in a cloudbased setting the role demands a proactive approach problemsolving skills and the ability to adapt to new challenges in a fastpaced environment the intern will be involved in innovative data science projects contributing to the design and development of advanced datadriven solutions we expect a high level of creativity and analytical thinking along with the ability to work collaboratively in a dynamic team environment this program is geared towards students majoring in data science computer science information technology software engineering or related fields,,
627893,dept of environment protection,1,director ehs performance measurement and strategic planning,m3,administration human resources communications intergovernmental affairs health policy research analysis public safety inspections enforcement,manager,78721.0,209971.0,annual,the selected candidate will have extensive experience in managing a complex function within the field of environmental health and safety and must have a minimum of 5 years experience in ehs auditing andor ehs risk identification and management the candidate will demonstrate a track record of improving ehs performance measurement and compliance improvement 5 years experience working in the field of ehs compliance auditing assessment job hazard assessment and other handson technical ehs support in an operational environment excellent writing skills including the ability to translate technical information into reports that are understandable and succinct excellent regulatory research skills working knowledge of oshapesh epa nysdec fdny dob and all other applicable federal state and local regulations as well as industry standards ansiisoasspaiha and best practices supervisory experience must possess and demonstrate the ability to collaborate and facilitate decision making within a group setting excellent interpersonal and verbal communication skills with the ability to communicate at any level of the organization must have demonstrated ability to meet deadlines ehs professional certification is preferred eg csp asp cih chmm,,
633444,office of management budget,1,assistant analyst expense budget cashflow reporting and budget publications,01,finance accounting procurement policy research analysis,entrylevel,57137.0,57137.0,annual,qualifications excellent oral and written communication skills strong analytical process and project management skills excellent interpersonal skills with proven ability to work collaboratively and effectively interact with all levels of the organization very strong technical knowledge of microsoft excel must be able to work evenings and weekends as needed requirements assistant analyst 57137 bachelors degree in business finance economics public policy analysisadministration or a subject related to the specific assignment with no or one year of fulltime experience in budgetary planningmanagement financial analysis public policy analysisadministration or a related field,,
632016,dept of environment protection,1,2024bws002distribution laboratory intern queens,00,engineering architecture planning,student,16.0,16.0,hourly,student must currently be enrolled at a collegeuniversity at the undergraduate level coursework in chemistry biology environmental science or other related field of study student must have at least a 25gpa on a 40 scale strong writing skills effective interpersonal and communication skills proficiency with ms office knowledge of laboratory hazards and chemical compatibilities leadership skills including selfmotivation and ability to work well with minimal supervision,2024-02-04,2024-06-04
634006,department of probation,10,interncares coordinator,00,communications intergovernmental affairs social services,student,15.93,24.73,hourly,graduate major social work education criminal justice or counseling demonstrate leadership ability and possess an interest in working with youth ages 1217 bilingual englishmandarincantonese englishfrench or englishspanish a plus,,
629442,off of payroll administration,1,payroll officer,04,administration human resources,experienced nonmanager,43728.0,68645.0,annual,must be a current city employee who is permanent in the clerical associate title or a comparable title expertise in citywide payroll policies and procedures excellent analytical skills and the ability to interpret and apply policies as required excellent math skills involving addition subtraction multiplication division percentages and arithmetic calculations proficiency in the payroll management system pms payroll interface pi report management distribution system rmds city human resource management system chrms new york city automated personnel system nycaps and workers compensation system wcs proficiency in microsoft word and excel excellent written and verbal communication skills,2024-12-03,
629827,department of transportation,1,chief of bikes and micromobility,00,engineering architecture planning policy research analysis,experienced nonmanager,58682.0,159671.0,annual,eight 6 plus years managing program managers multiple construction projects simultaneously andor requirement contracts with each project exceeding 10 million in value candidates should have knowledge of the citys applicable regulations and directives strong supervisory experience and management skills construction and municipal experience design experience related to bike network infrastructure understanding of the nyc street infrastructure system excellent verbal and written communication skills and proficiency in microsoft office applications is preferred,,
633915,dept of healthmental hygiene,1,special assistant bureau of health equity capacity building,01,health policy research analysis,experienced nonmanager,70087.0,70087.0,annual,demonstrated experience working in disinvested communities with skills in creating linkages building coalitions and developing strategic partnerships and programmatic deliverables strong background working in public health or other governmental organizations ability to be responsive to multiple stakeholders from governmental agencies and nongovernmental organizations strong organizational written and oral communication skills,,2025-04-22
560524,dept of environment protection,1,investigator,00,public safety inspections enforcement,experienced nonmanager,41483.0,47705.0,annual,1ability to professionally interact with the public coworkers attorneys and judges 2must be able to work well in a team environment and with all levels of supervisory staff 3demonstrate the ability to communicate complex ideas clearly 4must have the ability to analyze significant amounts of information and make correct decisions based on that information 5strong organizational time management and logistical skills 6demonstrated ability to prioritize and successfully carry out multiple assignments and meet deadlines 7must be comfortable traveling across the five nyc boroughs using dep vehicles or public transportation multiple times during the month 8proficient in microsoft word excel access and outlook,,
541734,department of transportation,1,senior counsel,m2,legal affairs,manager,64922.0,173486.0,annual,demonstrated familiarity with the nyc regulatory framework including capa nepa seqra ceqr and ulurp preference will be given to candidates possessing at least 10 years of progressively complex legal experience and 5 years of supervisory experience desired ability to work in a fast paced deadline driven environment sought demonstrated exceptional organizational written and oral communications problem solving and analytic skills,,
574283,department of transportation,2,bridge inspector,02,engineering architecture planning,experienced nonmanager,80557.0,111917.0,annual,one year of bridgestructure designconstructioninspectionmaintenance experience is required ability to perform inspections in all weather conditions which will include nights and weekends a motor vehicle drivers license valid in the state of new york may be required for certain assignments if required this license must be maintained for duration of appointment,,
607589,dept of citywide admin svcs,1,lease administration specialist,00,engineering architecture planning,experienced nonmanager,58700.0,82870.0,annual,a baccalaureate degree from an accredited college and 35 years of experience in data analysis data maintenance and research experience with databases utilized by the city of new york ie ipis archibus or a similar software excellent analytical skills with the ability to evaluate and manipulate data and produce reports good project management skills experience with reading commercial real estate agreements and extracting necessary information detailoriented and flexible to reprioritize projects and deliverables frequently ability to meet tight deadlines manage competing priorities and set expectations to a variety of internal and external stakeholders on a continuing basis experience with nyc real estate and land use processes understanding of corporate processes policies procedures and governance,2024-11-03,2024-05-10
620789,department of probation,1,director for management analysis planning,00,policy research analysis,experienced nonmanager,84451.0,113550.0,annual,ability to make the department of probation a datadriven agency and demonstrated experience in moving systems in the direction of datadriven practice experience working with government developed data systems and familiarity with restrictions on sharing data excellent high level data analysis skills including an understanding of multivariate analysis and a knowledge and appreciation of key outcome measures that will appropriately measure the agencys success in meeting its mission detail oriented highlevel organizational skills the ability to exercise independent judgment manage multiple priorities knowledge of criminal juvenile justice systems alternatives to incarceration and detention basic knowledge of local criminal supreme family court operations,,
548965,hradept of social services,1,senior full stack net developer,03,technology data innovation social services,experienced nonmanager,92194.0,106023.0,annual,experience with ajax html 5 css and javascript jquery angularjs bootstrap framework ms azure devops microsoft net technologies c vbnet aspnet web forms mvc wcf net core entity framework 50 or greater microsoft visual studio microsoft sql management studio microsoft reporting services team foundation server and microsoft visio familiarity using oracle relational database system excellent internal code documentation skills,2022-01-09,
588960,dept of design construction,1,deputy director,03,engineering architecture planning,experienced nonmanager,81571.0,119554.0,annual,preference will be given to candidates with a professional land surveyors license candidate should possess a minimum of seven 7 years of practical experience in land surveying or civil engineering within nyc knowledge of the land surveying procedures and equipment including total stations data collectors gps digital levels gis functions survey computations coordinate systems nyc final section maps and the ability to operate a cargo van is preferred excellent organizational interpersonal written and oral communication skills supervisory experience and ability to perform work under timesensitive deadlines,2023-08-09,
625546,hradept of social services,1,deputy regional manager,m2,social services,manager,86185.0,99113.0,annual,strong supervisory skills with leadership and experience which includes strong communication and writing skills the ability to effectively set priorities and ensure staff accountability excellent criticalthinking and strategic planning skills dynamic leadership skillsability to lead a team with varyingdiverse skill sets proficient in excel word ability to work well in a fastpaced deadline driven environment well organized solutionsoriented exceptional research and problemsolving skills,2024-01-02,
591274,dept of environment protection,1,assistant civil engineer,00,engineering architecture planning,experienced nonmanager,71726.0,71726.0,annual,experience using microsoft office specifically excel ability to handle multiple priorities and projects simultaneously excellent communication skills both written and oral be able to write professionally problem solving skills and make independent decisions leadership skills and be able to direct and lead selfmotivated individual to take initiative and execute task the selected candidate may be required to attend meetings and field visits that are outside of the regular working place a nys drivers license is required,,
611326,dept of healthmental hygiene,1,project manager bureau of it strategy and project management,00,technology data innovation,experienced nonmanager,100000.0,120000.0,annual,bachelors degree in information technology computer science or related field 4 years of experience in it project management with a proven track record of successfully delivering projects on time and within budget strong knowledge of project management methodologies tools and best practices proficiency in project management software such as microsoft project jira or others to effectively plan monitor and control project activities familiarity with agile and scrum frameworks to manage iterative and incremental development processes understanding of it infrastructure components including networks servers and databases proficiency in database management systems eg sql and database design principles,,2024-05-14
597592,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,56313.0,64760.0,annual,knowledge of microsoft office suite products word excel etc this position requires operation of a motor vehicle to perform site visits equipment testing inspections and to attend meetings with project stakeholders understanding of project management principals specifically the procedures used by dep excellent oral and written communication skills ability to meet deadlines and an ability to be flexible in assignment of work responsibilities candidates must be able to demonstrate critical thinking skills and effective independent data analysis,,
626608,hradept of social services,1,associate general counsel,m2,administration human resources legal affairs social services,experienced nonmanager,64922.0,136591.0,annual,strong management oral argument and written advocacy skills ability to articulate the law and advocate on behalf of the agency outstanding legal research legal writing and time management discipline ability to understand and anticipate the legal issues of aps and the agency and to effectively communicate legal analysis and proposed solutions when necessary,,
