job_id,agency,#_of_positions,business_title,level,job_category,career_level,salary_range_from,salary_range_to,salary_frequency,preferred_skills,posting_date,post_until
626473,dept of environment protection,1,supervisor wet chemistry section of the distribution laboratory,04,health public safety inspections enforcement,experienced nonmanager,85372.0,129661.0,annual,,,2024-05-17
508258,department of correction,1,agency attorney,04,legal affairs,experienced nonmanager,83158.0,95632.0,annual,excellent writing communication interpersonal analytical research problemsolving multi tasking and organizational skills motivated attorneys with leadership qualities and documented success,2021-08-12,
634877,bronx district attorney,1,trial preparation assistant lv 1,00,legal affairs public safety inspections enforcement,entrylevel,40866.0,40866.0,annual,,,2024-05-13
580455,dept of environment protection,2,auto mechanic diesel,00,public safety inspections enforcement,experienced nonmanager,298.24,347.2,daily,1computer skills 2strong customer service skills 3automotive service excellence ase certifications and other related technical licenses and certifications,,
632981,admin for childrens svcs,1,social security liaison,01,social services,experienced nonmanager,73641.0,99925.0,annual,,2024-10-04,2024-05-10
538160,department of correction,2,agency attorney,01,legal affairs,experienced nonmanager,63228.0,72712.0,annual,six months of satisfactory service as an agency attorney interne for assignment level 1 or comparable legal experience excellent writing communication interpersonal analytical research problemsolving multi tasking and organizational skills,2022-01-07,
527828,nyc housing authority,1,plumbers helper,00,building operations maintenance,experienced nonmanager,36.95,36.95,hourly,,2022-11-04,
588592,dept of design construction,5,contract manager,00,finance accounting procurement,experienced nonmanager,59116.0,67983.0,annual,preference will be given to candidates who possess knowledge of passport and fms the citys financial management system,2023-06-06,
623667,dept of healthmental hygiene,1,laboratory associate ii bureau of the public health laboratory,02,constituent services community programs health policy research analysis,experienced nonmanager,49033.0,52545.0,annual,basic ms office proficiency good written and oral communication skills must be a team player,,2025-01-22
527825,nyc housing authority,1,caretaker p,00,building operations maintenance,entrylevel,31836.0,46278.0,annual,,2022-08-04,
596565,dept of environment protection,1,electrician,00,technology data innovation,experienced nonmanager,440.16,440.16,daily,,,
615334,dept of environment protection,1,section chief of pbscbs,m2,engineering architecture planning,manager,64922.0,173486.0,annual,,,
634011,dept of environment protection,1,city research scientist ii,02,policy research analysis,experienced nonmanager,82506.0,94882.0,annual,,,
621594,admin for childrens svcs,1,qi coordinator,00,social services,experienced nonmanager,59116.0,91768.0,annual,,,2024-05-26
627043,bronx district attorney,20,assistant district attorney child abusesex crimes bureau,00,constituent services community programs legal affairs public safety inspections enforcement,experienced nonmanager,88000.0,175000.0,annual,,,2026-11-09
634849,office of the comptroller,1,senior investment officer infrastructure,m5,finance accounting procurement,manager,165000.0,175000.0,annual,extensive demonstrated experience in a financial services firm with expertise in infrastructure or private equity experience in investment manager and coinvestment due diligence portfolio management and monitoring chartered financial analyst designation mba or a graduate degree in finance excellent financial writing presentation interpersonal communication and organizational skills proficiency in microsoft office suite,,2024-07-30
634469,nyc police pension fund,1,pension loans representative,01,administration human resources finance accounting procurement,entrylevel,44086.0,50000.0,annual,excellent communication and organizational skills strong computer skills including windows and excel strong math and computation skills,,2024-05-12
633701,admin for childrens svcs,2,reasonable accommodation spec,00,social services,experienced nonmanager,59116.0,91768.0,annual,,,2024-05-26
606885,department of transportation,2,supervisor of mech mech eq cl2,01,building operations maintenance,experienced nonmanager,106891.0,117666.0,annual,certificate of fitnesss motor vehicle inspection light and heavy duty vehicles,2023-06-11,2024-05-24
626210,dept of environment protection,1,deputy portfolio manager,m3,engineering architecture planning public safety inspections enforcement,manager,72038.0,192152.0,annual,,2024-11-03,
628378,dept of parks recreation,4,auto mechanic,00,building operations maintenance,experienced nonmanager,37.28,37.28,hourly,1computer skills 2strong customer service skills 3automotive service excellence ase certifications and other related technical licenses and certifications,2024-01-03,
540468,bronx district attorney,5,assistant district attorney rikers island prosecution,00,legal affairs public safety inspections enforcement,experienced nonmanager,80440.0,167610.0,annual,,,2025-04-08
633586,dept of parks recreation,6,playground associate aquatics office,00,administration human resources constituent services community programs,entrylevel,19.37,19.37,hourly,,,2024-05-29
617852,dept of environment protection,1,section chief drilling excavation,m3,engineering architecture planning,manager,72038.0,192152.0,annual,the candidate must have a valid professional engineers license and a valid drivers license,,
626198,dept of environment protection,1,instrumentation specialist i,01,building operations maintenance,experienced nonmanager,58615.0,60764.0,annual,,,2024-05-17
680227,dept of environment protection,1,accountable manager,03,engineering architecture planning public safety inspections enforcement,experienced nonmanager,101423.0,137501.0,annual,,,
707643,dept of healthmental hygiene,1,public health advisor bureau of public health clinics,01,health,experienced nonmanager,44003.0,56826.0,annual,,,2026-03-18
713879,dept of healthmental hygiene,1,child care investigator bureau of childcare,01,policy research analysis,experienced nonmanager,57490.0,70381.0,annual,,2025-07-05,2026-05-07
717373,dept of healthmental hygiene,1,senior public health sanitarian,01,health public safety inspections enforcement,experienced nonmanager,70233.0,80768.0,annual,excellent communication skills excellent interpersonal skills excellent decision making and problemsolving skills excellent leadership and supervisory skills,,2026-06-23
687195,dept of environment protection,1,accountable manager,03,engineering architecture planning public safety inspections enforcement,experienced nonmanager,98470.0,137501.0,annual,,,
726392,nyc police pension fund,1,agency attorney,02,legal affairs,experienced nonmanager,83000.0,83000.0,annual,proficiency in west law including westlaw edge proficiency in all microsoft office products,,
729211,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,66330.0,99528.0,annual,,2025-05-09,
713874,dept of environment protection,1,standards lead,03,engineering architecture planning policy research analysis,experienced nonmanager,101423.0,137501.0,annual,,,
689253,dept of healthmental hygiene,1,public health advisor bureau of public health clinics,01,health,experienced nonmanager,44003.0,50603.0,annual,,,2025-11-21
713025,dept of healthmental hygiene,1,case manager bureau of tuberculosis control,02,health,experienced nonmanager,53074.0,61035.0,annual,,2025-01-05,2026-05-01
709788,hradept of social services,1,senior account control auditor,02,finance accounting procurement,experienced nonmanager,72997.0,83947.0,annual,financial management system fms passport knowledge check reconciliation and tracking system crts check replacement system crs check replacement unit system cru finance office check imaging system focis forgery tracking unit system ftu stop payment system sps microsoft excel microsoft word,2025-03-04,
719319,dept of environment protection,2,instrumentation specialist,01,engineering architecture planning,entrylevel,62335.0,64621.0,annual,,,
718362,off of payroll administration,1,check replacement associate,02,finance accounting procurement,experienced nonmanager,59715.0,86804.0,annual,,2025-02-07,
689220,dept of healthmental hygiene,1,special consultant level i supervisor,01,health,experienced nonmanager,67680.0,77832.0,annual,skilled in using microsoft word excel and powerpoint good management and organizational skills oral communicator and public speaking skills,,2025-09-18
717009,dept of healthmental hygiene,1,express clinic supervisor,00,health,experienced nonmanager,63065.0,72525.0,annual,,,2026-06-16
703153,dept of healthmental hygiene,3,budget analyst bureau of budget administration,03,finance accounting procurement,experienced nonmanager,52561.0,75000.0,annual,,,2026-02-20
736172,housing preservation dvlpmnt,1,program communication analyst,00,constituent services community programs,experienced nonmanager,75000.0,75000.0,annual,,,2025-10-15
729141,department of finance,1,call center aide,01,administration human resources constituent services community programs,student,17.25,18.8,hourly,,2025-03-09,2025-10-03
717541,dept of healthmental hygiene,1,citywide assistance team coordinator bureau of mental health,00,health,experienced nonmanager,77211.0,88793.0,annual,,,2026-06-25
703333,dept of healthmental hygiene,1,action center coordinator bureau of bronx neighborhood health,00,constituent services community programs,experienced nonmanager,60889.0,70022.0,annual,,,2026-02-19
733985,hradept of social services,1,benefits consultant,03,administration human resources,experienced nonmanager,66062.0,75971.0,annual,,2025-08-09,2025-11-07
647630,department of transportation,1,deputy director resource management,00,administration human resources finance accounting procurement building operations maintenance policy research analysis public safety inspections enforcement,experienced nonmanager,77158.0,114887.0,annual,,,
710391,dept of design construction,1,contract manager,00,finance accounting procurement,experienced nonmanager,60889.0,70022.0,annual,preference will be given to candidates who possess knowledge of passport and fms the citys financial management system,,
717616,dept of healthmental hygiene,1,child care inspector bureau of childcare,01,health,experienced nonmanager,53132.0,53132.0,annual,,,2026-06-25
712477,dept of healthmental hygiene,1,public health inspector bureau of food safety and community sanitation bfscs,01,public safety inspections enforcement,experienced nonmanager,51460.0,51460.0,annual,,2025-08-05,2026-05-08
709454,housing preservation dvlpmnt,1,quality assurance analyst for the division of hpd tech,00,technology data innovation,experienced nonmanager,114257.0,114257.0,annual,,2025-01-04,2025-09-28
696460,dept of healthmental hygiene,1,relay operations manager bureau of alcohol and drug use prevention care and treatment,02,health policy research analysis,experienced nonmanager,84981.0,97728.0,annual,,2025-06-01,2026-01-06
717846,hradept of social services,1,senior crpu specialist,02,administration human resources social services,experienced nonmanager,70646.0,95000.0,annual,,,
707236,district attorneymanhattan,1,paralegal,00,legal affairs,entrylevel,50470.0,53544.0,annual,,,
717217,dept of design construction,1,investigator,01,legal affairs,experienced nonmanager,49162.0,56536.0,annual,excellent written and verbal communication skilled are required a valid drivers license with a good driving record is required may also require early morning or late evening hours,2025-01-07,
706652,hradept of social services,1,scheduling unit supervisor,03,administration human resources social services,experienced nonmanager,40957.0,66353.0,annual,,,
726674,department of sanitation,2,college aide,01,administration human resources finance accounting procurement,student,17.0,21.4,hourly,experience with customer service or office support familiarity with database systems or data entry interest in public service or government operations,,
702693,dept of environment protection,1,bimcadd college aide,01,engineering architecture planning policy research analysis,student,17.0,21.4,hourly,,,
706873,dept of youth comm dev srvs,1,deputy director of agency payment unit,00,finance accounting procurement,experienced nonmanager,72876.0,151133.0,annual,excellent leadership organizational and communication skills demonstrated leadership and managerial skills including managing teams and working with peers across the organization deeply motivated capable of making sound independent judgments and adept at exercising appropriate discretion when interacting with diverse stakeholder knowledge of the citys financial management system fms passport and excel,2025-10-07,
706931,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,57866.0,70075.0,annual,,,
719371,dept of environment protection,2,deputy portfolio manager,m3,engineering architecture planning public safety inspections enforcement,manager,83718.0,223299.0,annual,,,
688173,dept of environment protection,1,sustainability analyst,01,engineering architecture planning public safety inspections enforcement,experienced nonmanager,55519.0,96395.0,annual,,2025-04-02,
726190,dept of healthmental hygiene,1,child care inspector,01,public safety inspections enforcement,entrylevel,53132.0,53132.0,annual,,2025-02-09,2026-09-02
717638,hradept of social services,1,clerical support clerk,02,administration human resources social services,experienced nonmanager,38173.0,43899.0,annual,,,
723663,dept of environment protection,2,accountable manager,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,62407.0,172854.0,annual,,,
644624,hradept of social services,2,rap team leader,03,administration human resources social services,experienced nonmanager,75410.0,86721.0,annual,,2024-09-08,
702873,dept of healthmental hygiene,1,supervisor office of crisis services,00,health,experienced nonmanager,82192.0,103221.0,annual,,,2026-02-18
721909,dept of environment protection,1,technical assistant,03,administration human resources engineering architecture planning,experienced nonmanager,66062.0,100958.0,annual,,,
703813,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,57866.0,70075.0,annual,,,
714641,dept of environment protection,1,ehs audit specialist,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,64242.0,96395.0,annual,,,
714096,admin for childrens svcs,1,elu agency attorney,02,legal affairs social services,experienced nonmanager,80387.0,120466.0,annual,background in employment law andor child welfare law trial advocacy legal research and writing,,2025-09-23
642680,hradept of social services,1,stock worker ii,02,building operations maintenance,experienced nonmanager,39147.0,44236.0,annual,excellent interpersonal and communication skills knowledge of personal computer and ms office applications word excel outlook etc,,
698389,dept of healthmental hygiene,1,captain bureau of operations,03,health building operations maintenance,experienced nonmanager,71448.0,80736.0,annual,,,2026-01-24
718988,department of transportation,1,director of budget grants and personnel,03,administration human resources public safety inspections enforcement,experienced nonmanager,84109.0,120000.0,annual,experience in city budgeting is a plus experience in grant writing is preferred in order to be considered for this position candidate must be serving permanently in the title or be reachable on dots promotion list or eligible under the 55a program,2025-09-07,
695603,dept of design construction,1,assistant general counsel,00,legal affairs,entrylevel,70228.0,80763.0,annual,successful candidates must be organized and able to multitask qualified candidates must possess excellent verbal and written communication skills as well as be highly organized and proficient with microsoft excel or similar software,2025-02-01,
644073,borough presidentbronx,2,deputy chief of staff,m1,administration human resources,manager,66066.0,181807.0,annual,strategic planning and implementation policy analysis and development stakeholder engagement and communication team leadership and management crisis management and problemsolving budgeting and financial oversight legislative and regulatory knowledge public speaking and presentation skills time management and multitasking interpersonal and negotiation skills writing skills 2nd language preferred,,
644560,hradept of social services,1,rap unit supervisor,01,administration human resources social services,experienced nonmanager,58377.0,92389.0,annual,,2024-07-08,
721873,office of the mayor,1,digital content creator,00,communications intergovernmental affairs,entrylevel,50000.0,75000.0,annual,you have a background in political communications marketing or social media,,
729311,hradept of social services,1,case management supervisor,01,social services,experienced nonmanager,60275.0,69316.0,annual,,,
709702,bronx community board 5,1,community assistant,00,constituent services community programs,entrylevel,38712.0,47487.0,annual,the selected candidate must be proficient in microsoft office social media networks in addition strong communication skills interpersonal skills and team oriented candidates must be able to speak write and understand both english and spanish fluently,2025-03-04,
708045,dept of healthmental hygiene,1,facility manager bureau of operations,m1,health,experienced nonmanager,66066.0,91637.0,annual,,,2026-03-20
709695,dept of healthmental hygiene,1,net developer bureau of application development and database administration,02,technology data innovation,experienced nonmanager,88684.0,95000.0,annual,,,2026-06-30
696686,hradept of social services,1,centralized rent processing unit crpu director,02,social services,experienced nonmanager,99113.0,126688.0,annual,strong management leadership and supervisory skills excellent written and verbal communication skills working knowledge of hra systems including wms hra viewer pos knowledge of microsoft word and excel,2025-07-01,
703865,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,57866.0,70075.0,annual,,,
729176,department of finance,1,property tax college aide,01,finance accounting procurement,student,17.5,21.4,hourly,,2025-03-09,2025-09-17
686440,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,58003.0,66703.0,annual,,,
716740,dept of healthmental hygiene,1,physician bureau of tuberculosis control,02,health,experienced nonmanager,140400.0,140400.0,annual,,,2026-08-19
720620,office of management budget,1,analyst nycha,01,finance accounting procurement policy research analysis,entrylevel,60764.0,86995.0,annual,,,
707658,dept of healthmental hygiene,1,congregate residential settings supervisor bureau of communicable diseases,02,policy research analysis,experienced nonmanager,84981.0,97728.0,annual,,,2026-03-18
718898,district attorneymanhattan,1,video unit manager,my,technology data innovation,manager,68213.0,293038.0,annual,,2025-08-07,
716901,dept of healthmental hygiene,1,call agent bureau of customer support,00,health,experienced nonmanager,24.3815,28.0,hourly,,,2026-06-24
716967,district attorney richmond cou,10,assistant district attorney,00,legal affairs,entrylevel,85000.0,90000.0,annual,,,
716682,department of transportation,1,project coordinator safety project evaluation ris,00,constituent services community programs engineering architecture planning,experienced nonmanager,62868.0,97593.0,annual,preferred candidate will be proficient in microsoft word power point excel autocad and adobe creative suite knowledge of traffic calming urban design pedestrianoriented design complete streets and traffic engineering required excellent writing editing oral presentation and community outreach skills a must valid nys drivers license is required,2025-11-06,
694848,mayors office of contract svcs,1,assistant director nonprofit office,m2,constituent services community programs communications intergovernmental affairs finance accounting procurement,manager,85000.0,95000.0,annual,,2025-04-06,
711464,dept of healthmental hygiene,1,network administrator bureau of it infrastructure and support services,04,technology data innovation,experienced nonmanager,81784.0,88684.0,annual,,,2025-10-17
716191,hradept of social services,1,case management team leader,02,social services,experienced nonmanager,70646.0,81243.0,annual,,2025-03-06,
717751,hradept of social services,1,advent eligibility liaison,02,green jobs,experienced nonmanager,59715.0,68672.0,annual,,,
727371,office of emergency management,1,strategy and innovation college aide,01,technology data innovation policy research analysis,student,17.0,21.4,hourly,,,2025-09-28
706757,dept of healthmental hygiene,1,senior analytics manager bureau of school health,03,policy research analysis,experienced nonmanager,95070.0,110000.0,annual,,,2026-03-13
684843,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,64242.0,96395.0,annual,,,
688739,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,57866.0,70075.0,annual,,,
713984,dept of healthmental hygiene,1,public health navigator bureau of maternal infant and reproductive health,02,health,experienced nonmanager,53074.0,61035.0,annual,,2025-08-05,2026-05-08
716674,department of transportation,1,project coordinator safety project evaluation ris,02,engineering architecture planning,experienced nonmanager,75777.0,111552.0,annual,preferred candidate will be proficient in microsoft word power point excel autocad and adobe creative suite knowledge of traffic calming urban design pedestrianoriented design complete streets and traffic engineering required excellent writing editing oral presentation and community outreach skills a must valid nys drivers license is required,2025-11-06,
724457,dept of parks recreation,1,natural resources protection coordinator,00,administration human resources green jobs communications intergovernmental affairs,experienced nonmanager,34.4105,34.4105,hourly,1experience in project management administrative coordination andor ecological assessment 2experience with application of ecological restoration urban planning or landscape design to natural resource management and protection 3excellent communication and administrative skills 4familiarity with review of design and construction plans environmental reviews andor related documents 5knowledge of environmental protection andor regulatory agency structure and processes and flora and fauna of new york area 6experience using gis and other mapping tools 7valid new york state driver license,2025-08-08,
735341,department of probation,1,it service desk agent,01,technology data innovation,experienced nonmanager,47634.0,61662.0,annual,bachelors degree in computer science information science or similar advanced problemsolving skills active listening skills prior knowledge of data storage and data recovery serviceoriented workplace persona high level of technical expertise familiarity with a wide variety of computer systems good time and task management skills excellent written and verbal communication extensive knowledge of computer software hardware and firmware,2025-10-09,2025-09-25
695990,dept of healthmental hygiene,1,assistant director of data and technical assistance bureau of alcohol and drug use prevention care and treatment,03,health policy research analysis,experienced nonmanager,95070.0,109330.0,annual,,2025-06-01,2026-01-06
730987,dept of healthmental hygiene,1,community engagement coordinator bureau of bronx neighborhood health,00,health,experienced nonmanager,62868.0,72298.0,annual,,2025-02-09,2026-08-03
730762,dept of healthmental hygiene,1,community health liaison orthodox jewish initiative division management systems coordination,00,health,experienced nonmanager,62868.0,72298.0,annual,,2025-02-09,2026-09-02
683472,dept of environment protection,1,emergency construction engineer in charge environmental engineer ii,02,engineering architecture planning,experienced nonmanager,90667.0,104267.0,annual,a good work ethic and willing to be vocal with contractors to make sure specifications are being followed,,
714342,dept of environment protection,2,assistant project manager,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,64242.0,96395.0,annual,,2025-02-06,
700592,hradept of social services,4,court processing unit clerk,03,social services,experienced nonmanager,40957.0,47100.0,annual,,,
689478,dept of environment protection,1,reviewerassistant civil engineer,00,engineering architecture planning,entrylevel,64242.0,73878.0,annual,the ideal candidate will have the following preferred skills for this position 1aptitude in reviewing and interpreting engineering drawings plans reports and specifications 2excellent oral written communication skills as well as professional writing skills 3experience with using microsoft office suite gis applications adobe acrobat is preferred,2024-03-12,
719345,department of sanitation,2,college aide,01,administration human resources legal affairs,student,17.0,21.4,hourly,experience with customer service or office support familiarity with database systems or data entry interest in public service or government operations,2025-09-07,
724035,dept of environment protection,1,ehs regional manager,03,engineering architecture planning public safety inspections enforcement,experienced nonmanager,83743.0,141970.0,annual,,,
705272,dept of healthmental hygiene,1,clerical assistant bureau of environmental disease and injury prevention,04,health,experienced nonmanager,45040.0,51796.0,annual,,2025-10-03,2026-03-10
695938,dept of healthmental hygiene,1,public health advisor bureau of school health,01,health,experienced nonmanager,24.1,27.71,hourly,,2025-05-02,2026-02-05
728169,nyc housing authority,1,neighborhood service coordinator,00,constituent services community programs,entrylevel,62868.0,97593.0,annual,,,2025-09-28
713244,board of correction,1,standards specialist,02,public safety inspections enforcement social services,experienced nonmanager,71238.0,81924.0,annual,,,
722448,civilian complaint review bd,1,trial preparation assistant,02,legal affairs,entrylevel,58778.0,67595.0,annual,baccalaureate degree in criminal justice or paralegal studies or baccalaureate degree and aba approved certificate in paralegal studies or equivalent in education and experience strong interpersonal and organizational skills personal character integrity judgment and maturity excellent oral and written communication skills fluency in foreign languages particularly spanish,2025-03-09,
707162,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,58003.0,66703.0,annual,,,
688618,law department,1,assistant corporation counsel workers compensation,00,legal affairs,experienced nonmanager,84975.0,113300.0,annual,,,
715367,dept of healthmental hygiene,2,public health advisor bureau of tuberculosis control,02,health,experienced nonmanager,53074.0,61035.0,annual,,,2026-05-28
725125,housing preservation dvlpmnt,1,director rental subsidy supportive housing coordination,00,constituent services community programs,experienced nonmanager,115000.0,115000.0,annual,,2025-11-08,2025-10-10
721199,dept of healthmental hygiene,1,evidence and property control specialist ii,02,health,experienced nonmanager,66460.0,75100.0,annual,,,
687168,dept of environment protection,1,accountable manager,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,60443.0,164461.0,annual,,,
725304,dept of healthmental hygiene,1,senior project management bureau of school health,02,health,experienced nonmanager,87743.0,94882.0,annual,,2025-12-08,2025-12-10
705435,dept of healthmental hygiene,1,public health adviser bureau of school health,01,health,experienced nonmanager,24.1,27.71,hourly,,2025-06-03,2026-03-06
642040,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,entrylevel,56181.0,68034.0,annual,,2024-10-09,
712216,dept of healthmental hygiene,2,early intervention official designee bureau of early intervention,01,health,experienced nonmanager,63732.0,63732.0,annual,,,2026-04-23
703495,dept of healthmental hygiene,1,customer service liaison bureau of food safety and community sanitation,02,constituent services community programs public safety inspections enforcement,experienced nonmanager,57783.0,62313.0,annual,,,2026-02-20
733050,dept of healthmental hygiene,1,public health advisor bureau of public health clinics,02,health,experienced nonmanager,54799.0,63019.0,annual,,2025-05-09,2026-09-05
696002,dept of healthmental hygiene,1,assistant director of training initiatives bureau of alcohol and drug use prevention care and treatment,03,health policy research analysis,experienced nonmanager,95070.0,109330.0,annual,,2025-06-01,2026-01-06
694692,dept of healthmental hygiene,1,ipm shelter coordinator bureau of veterinary and pest control services,03,health,experienced nonmanager,72918.0,72918.0,annual,,,2025-12-20
717095,dept of healthmental hygiene,1,administrative procurement analyst office of chief information officer,00,finance accounting procurement,experienced nonmanager,73419.0,95000.0,annual,,,2026-06-20
695863,dept of healthmental hygiene,1,trainer race to justice office of deputy commissioner,00,health,experienced nonmanager,60889.0,90000.0,annual,,2025-02-01,2026-01-02
688155,dept of environment protection,2,engineering technician ii catch basin inspector,02,public safety inspections enforcement,entrylevel,47400.0,54510.0,annual,,,
698068,law department,1,bookkeeper,02,finance accounting procurement legal affairs,experienced nonmanager,48808.0,64760.0,annual,,,
713176,dept of environment protection,1,project manager assistant environmental engineer,00,engineering architecture planning,experienced nonmanager,64242.0,73878.0,annual,nys drivers license is required,2025-02-05,
728189,nyc housing authority,1,caretaker p ha,00,building operations maintenance,entrylevel,36006.0,50569.0,annual,,2025-02-09,2025-09-22
685804,dept of design construction,1,senior deputy director,00,building operations maintenance,experienced nonmanager,103497.0,128619.0,annual,candidates should possess excellent leadership facilitate teamwork written and verbal communication skills also must have strong supervisory and managerial experience with facilities management fleet management procurementbudget records and project management policies and procedures must be proficient with microsoft word powerpoint and excel candidate must possess a nys drivers license,,
735635,department of buildings,1,chief plan examiner,00,engineering architecture planning,experienced nonmanager,62407.0,129500.0,annual,knowledge of the nyc construction code and zoning resolution excellent written and verbal communication excellent organizational skills proficient in microsoft word excel access and outlook,2025-11-09,2025-09-24
696706,dept of design construction,1,project executive,00,engineering architecture planning,experienced nonmanager,60443.0,118820.0,annual,preference will be given to candidates with at least ten years of experience in management project management administration andor supervisory work candidates must have excellent verbal and written skills and knowledge of the citys infrastructure and public buildings systems,,
707671,dept of healthmental hygiene,1,public health ambassador bureau of maternal infant and reproductive health,01,health,experienced nonmanager,44003.0,50603.0,annual,,,2026-03-19
724344,dept of environment protection,1,deputy portfolio manager,m3,engineering architecture planning public safety inspections enforcement,manager,83718.0,223299.0,annual,,,
712987,dept of healthmental hygiene,1,public health inspector bureau of food safety and community sanitation bfscs,01,health,experienced nonmanager,51460.0,51460.0,annual,,,2026-04-30
683450,dept of healthmental hygiene,1,exterminator bureau of veterinary and pest control services,02,health public safety inspections enforcement,experienced nonmanager,56169.0,56169.0,annual,,2024-08-10,2025-10-08
687592,dept of healthmental hygiene,1,clinic nurse bureau of public health clinics,00,health,experienced nonmanager,94826.0,94826.0,annual,,2024-09-11,2025-11-09
718211,dept of healthmental hygiene,1,senior epidemiologist maternal health office of chief medical officer,00,health,experienced nonmanager,40000.0,180000.0,annual,,2025-01-07,2026-02-01
647502,department of transportation,1,deputy director resource management,00,administration human resources finance accounting procurement building operations maintenance policy research analysis public safety inspections enforcement,experienced nonmanager,103497.0,148895.0,annual,,,
717898,police department,1,psychologist level i,01,mental health health,experienced nonmanager,74759.0,97110.0,annual,,2025-10-09,2025-10-10
724569,office of labor relations,1,it help desk,00,technology data innovation,entrylevel,62868.0,97593.0,annual,,,2025-10-18
721012,hradept of social services,1,director of borough office si,00,social services,manager,66067.0,111381.0,annual,,,
722726,department of sanitation,1,college aide,01,administration human resources,student,17.0,21.4,hourly,experience with customer service or office support familiarity with database systems or data entry interest in public service or government operations,,
711760,dept of healthmental hygiene,1,educator trainer bureau of tuberculosis control,02,policy research analysis,experienced nonmanager,84981.0,84981.0,annual,,,2026-04-22
729007,off of payroll administration,1,supervisor of the check replacement unit,02,finance accounting procurement policy research analysis,experienced nonmanager,90000.0,111234.0,annual,,,
709419,board of correction,1,computer aide,02,technology data innovation,experienced nonmanager,49977.0,74158.0,annual,,2025-01-04,
688244,dept of environment protection,6,custodian,01,building operations maintenance,entrylevel,36379.0,51254.0,annual,,2025-08-01,
717897,department of sanitation,2,college aides,01,administration human resources,student,17.0,21.4,hourly,experience with customer service or office support familiarity with database systems or data entry experience using microsoft excel and microsoft word interest in public service or government operations,,
691576,dept of healthmental hygiene,1,public health advisor bureau of school health,01,health,experienced nonmanager,24.1,27.71,hourly,,2024-04-12,2025-12-04
683083,district attorneymanhattan,1,investigative analyst,00,legal affairs,experienced nonmanager,55150.0,58508.0,annual,,2024-04-10,
694749,dept of healthmental hygiene,1,mental health manager administration office,02,health public safety inspections enforcement,experienced nonmanager,84981.0,100000.0,annual,,2025-07-01,2026-01-07
697569,law department,1,assistant corporation counsel special federal litigation,00,legal affairs,experienced nonmanager,87550.0,175100.0,annual,,,
723520,department of sanitation,1,college aide,01,administration human resources,student,17.0,21.4,hourly,experience using microsoft office suite with proficiency in excel familiarity with data management database systems and data entry experience with customer service or office support interest in public service or government operations,2025-04-08,
684837,dept of environment protection,1,assistant project manager,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,64242.0,96395.0,annual,,,
722697,dept of healthmental hygiene,1,patient portal coordinator bureau of public health clinics,01,policy research analysis,experienced nonmanager,74536.0,74536.0,annual,,,2026-08-18
712673,dept of environment protection,3,machinist,00,building operations maintenance,experienced nonmanager,335.68,335.68,daily,,,
622688,dept of youth comm dev srvs,1,associate contract specialist,00,constituent services community programs communications intergovernmental affairs social services,experienced nonmanager,65775.0,99115.0,annual,familiar with and knowledge of new york citys procurement policy board rules citywide procurement systems such as hhs accelerator fms and passport,,
697808,dept of environment protection,1,assistant laboratory engineer,00,engineering architecture planning public safety inspections enforcement,entrylevel,57866.0,70075.0,annual,,,
695837,dept of healthmental hygiene,1,patient navigator bureau of public health clinics,02,health,experienced nonmanager,53074.0,61035.0,annual,,2025-03-01,2026-01-03
736118,housing preservation dvlpmnt,1,asset manager for the division of asset management,00,constituent services community programs,experienced nonmanager,72298.0,77500.0,annual,must be curious motivated and work well independently excellent written and verbal communication skills strong analytical and research skills experience with financial analysis experience reading legal documents a background in affordable housing asset property management or auditing accounting skills preferred experience with excel,,2025-10-15
727434,dept of healthmental hygiene,1,procurement assistant bureau of equitable health systems,01,health,experienced nonmanager,17.0,21.4,hourly,,,2025-12-18
701937,department of transportation,1,agency attorney iv,04,legal affairs,experienced nonmanager,93596.0,141455.0,annual,candidates with 5 or more years of litigation experience are preferred should have experience in handling disciplinary cases and excellent writing communication interpersonal analytical research problem solving multitasking and organizational skills,2025-10-02,
695849,dept of healthmental hygiene,3,public health assistant bureau of school health,00,health,experienced nonmanager,19.77,19.77,hourly,,2025-03-01,2026-01-03
727923,housing preservation dvlpmnt,1,case manager for the division of tenant and owner resources,00,constituent services community programs,experienced nonmanager,51227.0,51227.0,annual,,,2025-10-20
